"Size" "Time"
1325967	54073
3581731	148062
9605936	399072
1421894	58070
2601835	107232
3818053	157910
3341596	138057
1601815	65567
3522190	145580
1367360	55797
443873	17319
1733488	71053
7401019	307200
2501498	103053
1338502	54595
10310003	428408
1596189	65332
3311486	136803
1477695	60395
989953	40071
8349555	346723
4973511	206053
2166059	89077
4493898	186070
3725909	154070
2052592	84349
3814940	157779
3125916	129071
8477462	352052
3702081	153077
3077677	127059
8189697	340062
11112846	462942
10550476	439510
15423671	642560
10153619	422974
1343881	67082
194508	9613
4140048	206889
722176	35996
702326	35004
647468	32261
472967	23536
589466	29361
467738	23275
861170	42945
534100	26592
608806	30328
488646	24320
3164117	158093
661050	32940
616122	30693
544028	27088
20568717	631118
16986197	530416
12172736	379951
12400743	387108
11320045	345443
13237580	413204
11648339	363546
13385545	417828
10045426	344607
11593279	387552
4604350	150778
10811805	340715
9524927	348238
12642752	440450
5945798	211408
9929548	314200
9291889	270915
9784798	323631
7125164	247614
8551787	280111
2604698	82834
5120000	213315
5128180	213655
5138267	213577
8036020	333975
6238420	259160
41783280	1740773
32633719	1359542
9694638	403748
15176596	632163
12143511	505730
13271997	552751
7590052	316003
5529924	230164
6326144	263340
15219281	633887
14765991	615000
13937812	580493
8145529	339147
5469115	227631
6715853	277394
6709620	277133
4723429	194377
8519554	352548
4162320	170997
3801213	155951
7341525	303464
7297044	301609
4925318	202788
7971593	329717
11779001	488359
3525341	144457
3193069	130612
3815629	156551
5055720	208222
5729665	236303
9710724	402181
4584870	188604
44118732	1838184
20919480	871549
20396573	849763
8399484	349884
6911744	287895
9309778	387813
6307386	262713
6558159	273162
4908684	204434
6798902	283193
8682209	361665
5083757	207386
4732674	192757
5254928	214517
5831118	238524
4399790	178886
3496395	141244
3251830	131056
3980361	161410
4908208	200071
6083103	249025
5362749	219010
1856918	72933
4659378	189701
10391235	432875
6482268	270001
6500439	270759
10374928	432195
5878529	244845
5282928	220029
3657275	152293
6034005	251324
6118020	254824
5966301	248502
674363	84704
6146832	256026
4641572	193306
5628374	234422
3909288	162795
5123049	213368
4024647	167601
4179499	174053
4242203	176666
5822081	242494
4461621	185808
4855965	202240
4094244	170501
3909922	162821
5381348	224130
4918984	174471
7364878	276218
3917881	235493
4637404	270994
6223664	235676
5816448	256078
4964352	206811
3514653	143934
11978983	560091
12834290	608339
4026509	182491
4785394	220734
4900816	229041
4178284	191216
7176905	333949
4056739	182282
3009233	133093
4533670	205217
4211661	189884
10578100	503693
4169905	187611
6464311	302158
6115227	284368
6523374	303307
7756462	363676
8054961	388257
6528010	298657
7141135	334602
7949804	379062
7265544	338886
6890407	324388
5935100	272927
5538427	253936
6924065	328019
9090903	432195
3417581	161384
4077735	193593
6147837	298083
3648036	173688
6118572	299102
3760873	179435
4809592	234501
3731262	177893
4587774	218253
3112712	149655
5007177	232907
5477013	264097
4738104	230008
2992805	143333
4396711	210625
6223324	302367
7973926	386455
4552521	221387
4438975	210546
4628546	223738
5483950	254119
3100118	140277
3412349	157884
4147535	193384
3989517	188630
3473821	158354
5773807	272953
4501199	209449
5059078	238811
4609025	219585
2320403	104489
4670484	218827
5243018	244114
2674326	121521
3186800	151040
4214821	197668
6005303	283036
5234115	258429
4072086	203493
4951376	247457
5199531	259866
5480086	273893
4289961	214386
5969114	298344
4415346	220656
4255468	212662
5192743	259526
4648355	232306
3653094	182543
5869864	293381
5066316	253204
3928964	196336
5653570	282566
5330173	266396
5411141	270445
5434653	271621
6766402	338207
5280525	263915
5398607	269818
7636781	381727
4839588	241867
4829659	241371
4574187	228597
4903848	245080
5147316	257253
4110790	205426
6788849	339330
4320093	213707
4859468	242860
7106505	355213
6678088	333792
5433615	271568
3431074	171441
6702116	334994
4836994	241737
4694877	234631
5336976	266736
5283679	264071
5098725	254824
4864162	243095
5125370	256156
4645246	232150
4855791	242677
5580432	278909
5265397	263157
5356290	267702
5798805	289828
4943047	247040
6213111	310543
3337587	166765
3916975	195735
2493827	124577
3990101	199392
4182374	209005
4003706	200071
2821396	140956
6706839	335229
2664138	133093
3859504	192862
3531403	176457
2776468	138710
3990633	199418
2993809	149577
2247739	112274
1618731	80822
12628442	524591
11701793	485982
7708799	319608
6755246	279875
9595281	398210
14016456	582426
4928968	203781
15754976	654863
6764634	280267
8382133	347663
5300107	219245
5426117	224496
15762916	656692
6145049	255947
7278565	303177
9780667	407431
6094937	253857
3904430	162586
3700046	154070
5627867	234396
5908109	246073
4488109	186906
3132047	130403
2239901	93231
12043942	501733
4211581	175386
2779651	115722
8058522	335673
2937678	122305
3999744	166556
2523892	105064
9844527	410096
9146740	381022
13556002	564741
13638763	568189
10160509	423262
13562910	565028
11012510	458762
7454963	306860
3842547	156342
4764769	194768
5056933	206942
3003697	121391
4638128	189492
5255035	215196
4362272	177998
5909567	242468
7736469	318589
4368543	178259
4477630	182804
3177817	190402
6493465	403956
6236021	256287
4058683	165564
1035582	39601
3832998	156160
2279433	91428
1303287	50755
3777197	153835
1592934	62824
4602871	188238
1210504	46889
3447415	140094
2551524	102765
4698799	192235
4574649	187062
6527571	268434
1340918	52323
1893245	75337
1957813	78027
1499527	58932
1643725	64940
5667421	232594
6216614	255477
4834832	197903
1857502	73848
4481249	183170
1568484	61805
4794774	196231
3278116	133041
1926442	76721
4760207	194795
1369092	53498
1527709	60107
584165	20793
1798533	71392
4000984	163160
2232380	89469
5400304	221466
1550280	61048
3535168	143751
4001612	163186
4488123	183457
5870507	241057
3598491	146390
4148957	169325
1072570	41142
2180376	87301
5184634	212480
2644280	106631
7010295	288548
1548383	60969
923332	34925
2586628	104228
7227203	297586
1374104	53707
5139519	210599
619270	22256
1940231	77296
3394122	137874
2812307	113632
1905119	75833
2273762	91193
2204792	88320
2512054	101120
3371599	136933
5346434	219219
2702037	109035
5943285	244088
2340278	93962
3884412	158302
1278261	49711
2088884	83487
5257420	215510
873893	32862
2009886	80195
6841712	281521
5411641	221936
2749666	111020
7479979	308114
2409461	145123
8448000	211147
11078975	430968
5654307	220917
6457042	261015
7131105	297038
7240195	301583
6562475	273345
7816986	325616
6842714	285022
7072177	294582
7665884	319320
8429014	351111
8927413	371879
6115581	254720
5873597	244636
5958234	248163
4473647	186305
6065432	252630
7022141	292493
7377622	307304
4513763	187977
6585836	274311
5941305	247457
4473008	186279
4815343	200542
9753713	406308
5839110	243200
7271662	302889
7233443	301296
8371942	348734
7812088	325407
7420255	309080
9969373	415294
6754436	281338
7820230	325746
8975681	373890
7390165	307826
5908689	246099
7334988	305528
5156864	214831
6960652	289384
3842868	159477
4024682	167053
3398999	140982
4452891	184894
4793295	199079
4971980	206524
6598882	274311
3705564	153756
3280498	136045
4687349	194664
3184574	132048
6906099	287111
6440265	267702
6897311	286746
7477242	310909
6286673	261302
3672342	152372
5338782	221805
10547239	427128
12388945	503875
5484477	216189
13377622	545071
10017214	405054
7190972	287294
10515630	425822
4767241	186305
7187841	287164
2100222	75180
2776724	103366
7118236	284264
13499229	550138
9350154	377260
4938372	193436
7915718	317492
7586598	303777
6309490	250566
8164696	327862
3364805	127869
5799218	229302
8480657	341028
6009192	238053
8965844	361247
6869362	273893
8289361	333061
6521459	259395
4404856	171206
3993584	154070
4996672	195866
3098942	116793
2373534	86569
2017432	71732
8425376	338729
8677404	349231
8409701	338076
4641171	181054
6729506	268068
5555877	219167
11743136	476969
6321370	251062
3603402	150047
4830322	201168
5645327	235128
5701122	237453
9868413	411088
10243294	426710
5798322	241502
5347537	222720
5995797	249730
9096019	378906
3982785	165851
4766460	198504
4436603	184764
4179016	174027
4010284	167000
4221565	175804
4456741	185600
4732538	197093
4813391	200463
5099906	212401
6096737	253936
5563844	231732
4463024	185861
5805210	241789
7017079	292284
5900626	245760
6419686	267389
5188390	216084
7790211	324493
4695620	195552
7422702	309185
6242254	259996
6978941	290690
6790344	282827
7120749	296594
6083643	253387
5343858	222563
6592100	274573
5683652	236721
4750784	197851
5466111	227657
8323082	346697
8437809	351477
5472377	227918
5567791	231888
4572812	190432
8881059	369946
4699944	195735
5555706	231392
5987661	249391
4486165	186827
4298084	178991
5782642	240848
6186388	257671
4224738	175934
4301852	179147
4716848	196440
4215971	175568
4142629	172512
3282475	136672
3208475	133590
4341356	180793
4093736	170475
3578390	149002
5363863	223399
6051599	252055
9073473	377965
4071749	169560
4207801	175229
8137400	338964
4114334	171337
5238432	218174
5873539	244636
5954406	248006
5384522	224261
5233443	217965
5459126	227369
5535614	230556
7005186	291787
6401418	266631
6792654	282932
7123685	296724
5492371	228754
6182633	257515
6135610	255555
6619605	275722
5483591	228388
5614626	233848
6350630	264515
6437791	268146
6309875	262817
5594557	233012
1221611	50808
4606440	191843
4847198	201874
5207053	216868
4360685	181603
3756314	156421
4450960	185364
3173272	132127
3677974	153155
3268561	136097
4751268	197877
5094210	212166
3540650	147435
5269124	219454
5441427	334319
3390987	206911
3613426	223560
3874528	240719
1546828	96026
6519941	271568
3308119	137743
6427754	267728
4225974	175986
4563907	190066
3901215	162455
6469179	269453
5147544	214386
5712432	237923
2830500	117838
2311281	96208
4666064	194324
3703122	154200
4793964	199653
5190817	216189
6170752	257018
2173343	90462
5936264	247248
3261735	135810
17557984	618866
13176940	436323
10665425	331676
12961297	427337
13390734	445231
15650271	539376
10936247	342961
12759395	418925
9567018	285910
8587392	310674
6429693	252577
4946360	196780
4522320	178703
5050634	198138
4093910	159085
5326948	205400
11866346	471457
5742110	229590
5094046	189753
5129252	206889
3861103	171520
18933227	470543
13170592	326478
772374	17504
6540073	308349
6375552	235859
5963820	248476
12189734	303621
6002944	222511
6416473	258612
6138909	255712
6307280	262739
6070876	252839
5448419	226951
5612181	233769
5552843	231340
8326883	346853
3703456	154279
6973402	290481
3150760	131186
2856730	118935
4761977	198321
5108061	212741
6222172	259160
4605869	191817
6042843	251689
5971376	248711
5076079	211408
6226505	259343
6098638	254014
5389539	224470
7110566	296176
5415250	225541
7701722	320809
7511898	312555
581543	24137
5857859	243983
4105565	170971
5097387	212297
2817197	117289
3307465	137717
12394943	516362
6612683	275435
1545774	64313
3570797	148688
3978917	165694
6119289	254876
9343006	389198
5528085	230243
5404575	225097
6575708	273893
4024052	167575
4892369	203755
6390150	266161
8398222	349831
4351974	181237
7220843	300773
9762459	406674
6217117	258951
6750013	281155
8307336	346044
8850878	368692
6543759	272561
6158185	256496
7623339	317544
5907401	246047
8122386	338337
8248383	343588
7782541	324179
5806420	241841
8899754	370729
4321823	179983
6351879	264568
6926772	288522
9198158	383164
5674763	236355
7692879	320444
6511103	271203
5790154	241162
4923063	205035
7635196	318040
8098528	337345
5134352	213838
7931750	330396
8740499	364094
6813916	283820
7406383	308506
4808337	200254
7961837	331650
7794438	324675
7805105	325120
8916050	371408
7492885	312111
7045896	293485
11068311	461087
8153678	339644
10026968	417697
4613975	192156
6773150	282122
7192573	299598
5759394	239882
9266483	386011
6353107	264620
6470971	269531
5084808	211774
5720523	238262
5649180	221440
6129290	255294
5260344	219088
5765659	240143
9962396	415007
5386447	220133
5222648	213394
5381273	220003
3880365	157466
6843285	280920
5529223	226168
4121758	167523
4119876	167444
5396306	220630
6805682	279353
6173712	253022
6294719	258063
5192637	216267
5632113	234579
5647787	235232
8025762	334315
6395734	266396
3077962	128156
3993302	166295
5758769	239856
4694224	195500
5218970	217364
5543085	230870
4964426	206759
2563917	106736
4845347	201795
7347460	306050
8210755	342021
7677854	319817
4691753	195395
6244051	260075
6146289	256000
5276094	219742
8558118	356493
5666056	235990
8590095	357825
8461585	352470
6165098	256783
18611875	774321
15366843	639111
14831428	616803
17748599	738351
8684589	355056
11268201	462706
8841950	361613
7465195	304248
7258295	295627
8983012	367490
8231310	336169
10065099	412577
8399960	343196
12838678	528143
14909133	607791
17591162	719542
14704747	599275
11371290	460382
4010190	243069
2952396	177293
1603439	92238
2978893	179173
2331648	137560
4951548	267598
3299283	198608
7372530	307095
11835101	493035
16290124	678661
6102369	254171
6371946	265404
6625854	275983
7972540	332094
9116704	379768
21404689	891768
7470535	306782
7119454	292153
7733220	317727
7217251	296228
5601003	228884
5138324	209606
6933268	284395
5083161	207307
5432990	221884
7407853	304169
7832293	321854
8275330	458318
6507940	389302
5026278	266971
5298662	281338
4934831	203441
4650846	191608
4062140	167079
4614479	190093
4407605	181472
4257771	175229
4191307	172460
4669056	192365
4161834	171232
4721060	194533
4033298	165877
3969993	163239
4025775	165564
4120460	169508
7143414	294295
5598662	229929
7059393	290795
5841260	240039
7843710	323474
6476351	266501
4587411	187794
6255693	257306
6867567	282801
5162295	211748
7229298	297874
6908306	284499
5802394	238419
6029356	247875
5126578	210259
6685431	263288
6548119	257567
5584510	217417
6533703	256966
10512866	422765
7458448	295497
7996336	317910
9934211	398654
5155694	199549
5131237	198530
7581964	300643
7250278	286824
6690435	263497
10870853	437681
4351312	166034
4469844	170971
6937478	273789
5597696	217965
4558840	174680
5279200	204695
5704881	222432
8194492	326164
6608320	260075
6419604	252212
7674748	304509
7531168	298527
6993889	276140
6260982	245603
4771386	183536
3715004	139520
5347722	207072
6777134	266631
6298183	246674
4738358	181681
5339561	206733
7005947	276166
5673133	220630
5740782	223451
5309473	205479
4187243	158720
5901916	230164
7191534	283898
6039841	235911
3047707	137508
2229159	99631
2392101	104437
3855634	175777
3900770	178390
4569591	203284
2974752	137978
8907985	371069
10563738	440058
6027837	251062
6575778	273893
7464151	310909
5363899	223399
15388025	641071
14043878	585064
8763802	365061
11499730	479059
9195723	383059
42690848	1777528
30778377	1281175
13958244	580336
4846701	197146
7149418	293093
8287320	340506
11378122	469289
3609105	145580
9559418	393508
8659092	355996
10509828	433110
3483708	140355
4412825	179069
2512572	99892
6841020	280241
10761235	448287
2057501	85629
3730741	155350
2711974	112901
4959546	206550
4861736	202475
3153964	131317
3549552	147800
3695629	153887
3539530	147382
4633532	192966
4064266	169247
3674313	152999
1557824	64809
1832996	76277
4282445	178337
2832962	117942
5879891	244897
2579678	107389
2019824	84062
1821138	75781
3626039	150987
3532627	147095
4523815	188395
2243066	93361
7213344	300460
8661595	360803
4071080	169534
6101143	254119
6432135	267911
8237713	343144
5328097	221910
6336862	263941
5828386	242755
9821357	409129
3164535	131761
7482879	311693
6232114	259657
8856029	219428
8036599	334785
5781069	240770
11509678	951013
7734251	546516
28631091	1786827
4182894	209136
7743313	273737
4495352	229015
8033947	418377
7771854	394057
2922529	232960
1903496	144274
2055403	151353
3827596	291395
3431668	264019
2305284	191137
4816817	377913
5076778	395023
2641474	202475
3458892	265299
2289107	136866
1695821	97666
1506684	85893
1094600	62933
1401983	79400
1750199	108240
1373759	77866
1433065	80960
753925	40066
1009478	55640
2179327	126893
993864	60066
3031728	177906
2505148	146000
4442357	268600
3339661	199866
1882552	110133
4031046	244360
1459736	88133
3473528	205506
2399474	144933
2409180	145226
7849259	473840
7493242	447826
4640720	275600
1044628	57773
1364996	76960
4662462	275933
1840023	107466
5548589	238543
4183628	155813
6525003	296960
4057689	148386
5910914	259880
4916564	200626
3956653	141946
6298966	282413
4829481	194906
4504092	174226
4163344	154440
5510578	235380
16134220	1122298
8830468	666932
3623644	246047
51645171	252880
40359386	2519000
34979654	2188000
2543044	161240
4579147	288813
4977238	311066
3589602	226320
6256464	394386
5119001	318320
3577838	224880
3690543	232986
4147081	257053
5868476	369426
4001280	238266
4025112	247360
4192678	249706
7113421	428826
4804378	286533
3838114	228866
2809318	166440
5573929	335800
2002949	121666
4837142	289693
28983667	1812960
23631180	1476213
5941393	374000
21389626	1338973
12990604	812600
24140835	1480226
7227281	439600
11708602	721813
4179438	246960
4117429	251266
4413351	262933
7429936	452733
5743207	339840
3116233	188293
4774954	286840
5369074	319733
3846082	233226
3045517	183106
8433401	507666
5691169	338226
6978780	420373
7004497	416466
4105446	243866
4500061	270760
9885040	592466
6177593	369840
5344837	320560
6269062	371133
5120042	302600
5610724	333600
5311721	316933
3762711	221573
3392951	198560
3902875	246373
3943981	249213
4780047	301760
3936926	248960
3977968	251666
3965053	250000
3996952	253573
4647513	293440
5712517	359200
4814869	302386
4780048	301760
3104452	197400
2042223	128240
29214265	1854533
26343857	1672826
9645068	610240
4178028	254933
2677990	161733
758549	46266
2552981	158466
2888288	181226
2457129	153066
985890	60573
3061546	190933
739090	44800
2199364	133960
1785566	110706
2782192	174093
3609057	225333
4416556	275866
1051735	64600
1143073	68400
1567728	96933
966592	57706
1187459	72960
3491142	227066
4381886	273306
3516258	218400
1298835	79666
2754580	172293
1044255	64440
2858063	178200
2381812	148133
1323331	78893
3048159	184240
983016	58826
1279486	80506
1351804	83333
2780966	173333
3111420	191000
3106174	190533
5407479	335000
3622856	229040
2333334	145626
2464457	153040
800662	49026
1490986	91866
3386765	210800
1969809	122706
4918385	300026
1211952	73040
620480	38026
1915197	119466
5054596	317466
512082	29866
467095	27866
3234607	202373
1169413	69360
3059867	188800
1811135	108466
1338335	79840
3096341	188493
1757459	109133
2430378	149960
3535504	220133
1916444	117666
3655865	228533
1830534	112933
2464084	152640
895752	54560
1642344	101906
3704946	232626
515015	30906
3264959	199026
6134375	383106
1991185	123960
5185578	322040
4680793	282000
6760351	405533
6222922	383346
1633734	97800
6560985	392746
6690710	400906
5114522	307253
8057532	501773
6027249	373720
3380184	208986
13446620	840840
4977406	308133
5924758	355173
5951390	363826
427563	23733
2410620	143773
3957522	244493
3367671	208000
1087098	64440
4452456	269560
168095	7600
5420308	336400
1741639	103000
3168382	195506
3025810	184493
11207052	694000
1016859	58640
2936890	176200
3295103	203133
3177876	195026
2369153	141000
3253776	201000
2541944	162000
3443461	213000
3033299	186000
3136884	192666
867557	51666
295257	15400
2913845	176266
1222895	73360
1231291	71373
1099389	65000
2840574	169733
1460991	87960
2823751	171573
3096638	188226
1439927	84706
1350457	81400
3686440	224000
1132837	66666
2713040	162666
854549	50493
2634571	162000
2031626	124106
3808673	228066
1805312	109733
1687973	99226
3713444	222600
4687948	284440
3503775	214333
3126902	190160
7439440	453266
4789359	306906
3854110	235000
3718761	229000
4185281	254693
4988183	301773
3110930	190933
3159218	199200
4175658	259160
3318612	206240
5312628	331560
4568082	282840
3403754	209826
4698213	295533
2880550	176133
2979426	182000
4297882	260373
4569465	285093
4127907	258866
3741336	226666
4839386	304000
3259915	197666
3683668	227933
165845	33123
5445403	223712
5318187	219977
11611164	433084
9126850	321567
10161767	353175
11052086	422112
13987097	486922
10321637	403173
8664902	331284
9784950	360071
2704282	112587
14041888	351294
5366724	268329
2965632	185234
2037944	292440
7040851	290037
7376992	184528
4773181	298187
5273060	329430
1686900	241815
38202059	1469884
28245261	948088
38467214	1286269
9663275	596600
8632705	523426
11776901	713840
10004879	607613
18126426	1136680
4294476	98400
935402	29306
1309157	20893
740939	21133
699927	22306
645025	23866
2580047	74266
1210614	28200
1396551	27200
1903604	32293
1431214	35773
525388	11626
1001937	26173
1624009	25826
1085733	26400
1307988	25240
631001	23960
2368660	109000
1200898	26800
7448908	155906
6961157	127960
3374390	96040
621137	20626
4812865	124400
4668056	118973
1817433	47160
644852	25106
789420	28066
1469666	54866
1069917	33200
3430060	111093
2462108	63666
4129766	141800
1491562	47840
1605903	55066
3548296	86360
1462386	45906
1220951	35733
1246370	37200
1207098	36666
907489	27360
1026042	28773
1040770	30200
567624	17933
598610	19933
2041248	60293
777032	26773
1338250	31866
1034208	32093
803030	27506
1173448	30000
2710583	85026
2550591	82440
1777572	47826
1660979	43173
1872011	51160
1846038	49906
2041678	46400
1850672	49360
1903109	43173
1553020	44000
1414333	43293
1895660	53066
966562	25240
933260	23893
908842	25773
2529895	68133
1413311	45066
1785356	54426
5073507	111240
1910028	46693
1942782	48240
1378085	50600
3419033	101026
911348	31173
1213116	22160
1666087	23573
1599347	23866
1771122	29066
1823157	40293
4261090	269000
3284690	207000
1774157	109106
3484654	217760
4035770	247133
1392561	85000
2414720	155000
3516052	222000
3419352	216000
2708646	171000
3059422	194000
2945713	186000
5785731	369000
2085878	132000
2832457	178000
2748687	172000
2038993	125000
3098994	195000
2854111	179000
2371859	144000
4260506	268000
23815407	1505826
22836366	1449000
17100500	1076333
4553473	283226
5007418	309906
3665079	227226
4400803	273573
6263642	386000
8206143	502666
4945825	313093
3714309	230933
4186067	262826
3823625	234906
3506756	214560
4262019	267440
4652937	288733
3278345	203093
4047943	253573
6508532	397000
3133748	195093
4920564	308533
5107306	313906
3865811	237546
3431440	207986
3459009	210146
4291100	259293
4731642	296160
4089832	255893
3042051	184480
10424332	655253
4376502	265160
3525321	214773
1174936	69106
1601301	74893
2203728	111440
2289313	119626
1568452	73800
3153151	176640
2937249	163826
2277703	118240
2285320	121400
6389324	364333
1844756	90866
3126697	168400
5384853	305200
3175012	171066
7184316	412666
3089066	166960
3451238	187906
3679927	205293
2996946	160640
2980144	159226
3293944	177506
2638214	138160
1391678	62733
2167595	113400
2060202	106666
1582044	74866
5106744	287133
4646958	258800
4114710	253133
3747006	229160
5225215	324040
2975579	185560
4703906	287266
7022437	424373
3271186	196760
3474814	209000
5936464	365866
1530027	97866
1664062	104506
4367505	273133
7162990	446826
5328316	324506
6114172	377760
2734347	172333
25371212	1594800
8813164	554000
1794370	113066
20603164	1291333
15148196	944706
38016176	2325996
46264650	2763154
3811748	213600
5821206	336586
6773404	393320
3766058	211840
3810290	215973
2707720	153120
5148288	294746
7871900	460680
4062157	228866
6248937	363760
7747428	469013
11479576	685186
5666280	328560
4084720	232200
4571458	261746
3296004	183733
2901017	160800
5893191	355080
6403336	372213
5750064	334626
2314391	128760
5559166	321733
6449060	375800
5986371	346640
2148200	116746
4069944	232320
6425814	386266
9511577	560800
8679661	511293
7731859	467706
3474899	202826
9542555	562333
6886916	409706
10734697	663893
8317688	510600
2875041	173268
4835613	291924
5333416	320724
3004423	180756
5575211	330516
3362794	193608
3065851	180540
2348761	141732
2045151	126504
15085359	914616
11068983	790164
19713517	1176660
6149779	377100
13089941	806688
12535320	743580
16660424	1040868
8940447	319068
2391300	107640
4562887	200772
2628343	95292
4720046	204048
63582491	318160
2189216	134064
13809304	492804
7116760	253800
8612488	307188
5049208	307368
12088936	736056
9662320	344700
2975320	182304
4353188	263466
4596201	280706
3625961	219960
4933193	299533
8524739	516706
5045199	306293
4725850	285933
4378594	265706
2964682	180266
7066941	429866
6207739	380066
4133582	251360
27492763	1963023
27682565	1771807
27821694	1738187
27826185	1738475
3996941	207936
3772157	194760
4050869	212400
4293077	227088
4506268	240444
3273052	108432
3634955	185076
4749013	252900
3784362	194364
4970465	265320
3842436	132156
4190200	217224
3395315	169308
7070307	266652
3260899	161604
